cleaned_text,label
Biomagnetic resonance help treat COVID-.,1
vaccine coronavirus ready. US President Donald Trump announced Roche Medical Company launch it.,1
"COVID- patient caught police Gorakhpur district state Uttar Pradesh, India.",1
Northern Ireland Government contingency plans COVID- include turning Dundonald Ice Bowl morgue store bodies temporarily.,1
Pakistanâ€s PM Imran Khan tested COVID- positive.,1
"Pakistanâ€s Dr. Usama Riaz, contracted coronavirus treating patients, left video message died.",1
"Dr. Lidija Gajski claims COVID- usual cold, Croatia strictest measures world, calls violations measures unfounded",1
Italy surrendered coronavirus pandemic measures control COVID- exhausted.,1
Amitabh Bachchan gave million rupees Mumbai government fight coronavirus.,1
"Indian Army constructed advanced hospital capacity , beds Barmer, Rajasthan, cope COVID-.",1
Matt Damon movie trailer predicts coronavirus pandemic.,1
Hot baths help prevent coronavirus.,1
Indian State Kerala Opposition leader writes Chief Minister Pinarayi Vijayan adopt methods save stronger immunity COVID- infection.,1
Indian Prime Minister Modi announced internet ban due spread misinformation regarding COVID-.,1
Video post showing conflict villagers police India COVID- suspected corpse carried cemetery.,1
Claim Saint Corona always patron saint epidemics.,1
herd deer reclaimed Ooty-Coimbatore road.,1
"-second viral video, man lifts shirt challenges aa police officer pointing gun him. Another police officer kicks man behind, pins road makes arrest. text overlaid video reads â€œItaly says lockdown, mean it.â€",1
President Donald Trump attending recital Quran verses fight coronavirus.,1
photo message doctor crying saying coronavirus stronger science.,1
image claiming Vladimir Putin said United States created coronavirus biological weapon.,1
online survey self-assess coronavirus symptoms.,1
emergency department closed Spanish hospital.,1
video claiming bodies packed body bags dumped mass graves Italy Spain.,1
"Images showing vaccines coronavirus already discovered, patented readily available.",1
Indian Home Minister Amit Shah claimed infected COVID-.,1
Netflix Korean drama â€œMy Secret Terriusâ€ predicted coronavirus outbreak .,1
False measures coronavirus Bogota.,1
image elderly manâ€s death Italy.,1
"Alleged images markets sacked angry mobs lockdown, SÃ£o Paulo.",1
HN far damaging Brazil COVID-: number cases deaths far higher.,1
"Israel applied â€œvertical lockdownâ€ (younger, risk people allowed carry daily routines), lowest death rate COVID- world.",1
Bollywood superstar Aamir Khan donated Rs. crore tackle novel coronavirus outbreak.,1
"Indian businessman, WIPRO chairman philanthropist Azim Prem donated , Crore fight COVID- outbreak India.",1
Coronavirus found crab legs.,1
Telephone networks collapse Mexico.,1
COVID- destroyed â€œhair dryerâ€ technique.,1
cities Turkey going disinfected helicopters.,1
Council Higher Education Turkey announced spring term already over.,1
Netflix gives spoiler city screens discourage people going out.,1
"Two articles claiming iconic coffee chain Tim Hortons close Canada franchises // novel coronavirus shared , times Facebook.",1
News ticker added image Sri Lankan Ada Derana TV channel gives impression Dr Seetha Arambepola stated secret medicine COVID- TV interview,1
video claims Canadian Prime Minister Justin Trudeauâ€s wife Sophie GrÃgoire Trudeau infected coronavirus.,1
picture old city Hyderabad (India) today despite lockdown.,1
licensed guide Rome Vatican named Katya tells really going coronavirus epidemic Italy.,1
Italian PM said country surrendered COVID- pandemic,1
Facebook post suggests scientist United States found cure coronavirus.,1
"Inhaling steam boiled water dissolved salt effective cure COVID-, disease caused novel coronavirus.",1
"â€œA hours ago, China officially announced success Cuban serum Dr. Hala, Cubaâ€s Minister Health, presented Chinese Ministry Health treat coronavirus , turned % effective seven cases curedâ€",1
"Italian priest died, refusing use respirator sacrificed younger person.",1
"French professor Didier Raoult, director IHU Marseille, told Africans take â€œBill Gatesâ€ vaccineâ€ coronavirus â€œpoisonous.â€",1
"Venezuelan YouTuber Ruby Demestoy talked Event , Bill Gates VIH SARS conspiracies.",1
admitted coronavirus transmitted air hours.,1
"Boil weed ginger COVID- victims, virus vanish.",1
"sensationalist headline claiming new virus China, hantavirus.",1
Chinese study definitive proof chloroquine works.,1
Video mass grave claiming Italy.,1
take clothes shoes outside wash disinfectants. virus sticks floor nine hours also spreads via wind.,1
"clicking italian YouTube song, donate money hospital Bergamo.",1
"Video waitress saying, â€œI lost job. Iâ€ll sleep better knowingâ€ coronavirus relief bill included funding Kennedy Center, refugee resettlement, PBS, congressional salaries: â€œThanks, Democrats.â€",1
"Seven photos shared repeatedly multiple posts Facebook Twitter, alongside claim show vegetables donated disadvantaged people curfew prompted novel coronavirus pandemic Sri Lanka.",1
Photo deer Ooty-Coimbatore road current lockdown (COVID-).,1
â€œMainstream mediaâ€ used photo movie image Italyâ€s coronavirus morgue.,1
RAI TV news report proves COVID- made Chinese laboratory.,1
COVID- longer considered dangerous disease UK.,1
G cause coronavirus pandemic.,1
â€œTheyâ€re furloughing nurses hospitals western New York state.â€,1
claim body bags delivered ice skating rink outside Australian city Adelaide shared widely Facebook novel coronavirus pandemic.,1
Biden claims Trump try get medical experts China.,1
Eight regions PerÃº plan manage coronavirus crisis.,1
Argentine vice president flew home state violated quarantine.,1
Series WhatsApp chains offering sums money â€œfrom national government WHOâ€ food packages Walmart. shared Google forms sign up.,1
Car insurance wonâ€t cover damage vehicle quarantine.,1
"recipe involving full lemon ground cloves cured womanâ€s COVID- symptoms. isnâ€t sure maid actually COVID-, still encourages people think take recipe.",1
people Kenya die drinking Dettol Prophet Rufus Phala AK Spiritual Christian Church told prevent COVID- infection.,1
Boiled eggs treat coronavirus.,1
Italian President Mattarella: â€œItaly declare life-long quarantineâ€,1
Houses heated degrees Celsius new coronavirus â€œspread low temperaturesâ€.,1
"Video shows Italian people Islamic prayer streets, asking God alleviate COVID- epidemic.",1
"According University Turin, taking Vitamin reduce risk infection coronavirus.",1
Posts social media claim â€œSpanish biological researcherâ€ called international soccer stars Cristiano Ronaldo Lionel Messi find cure COVID- since earn much money scientists.,1
article shared hundreds times Facebook claims Ethiopian government approved traditional medicine treatment COVID- successful clinical trials animals humans.,1
post shared repeatedly claims Singapore started enforcing spot fines people flout certain social distancing regulations novel coronavirus pandemic.,1
Video clip shows people keep leaving Phuket.,1
Photo Kenyan crowds waiting coronavirus curfew start.,1
"Drinking mix baking soda lemon hot tea cures COVID-. Claims â€œcureâ€ meant cases COVID- Israel, drink popular.",1
Dr. Usman Riyaz Delhi died coronavirus.,1
Indian Telecom company Jio announced free recharge worth Rs Indian citizens coronavirus lockdown,1
post claiming Uganda recorded first COVID- death March .,1
â€œHereâ€s problem â€” testing people strain coronavirus â€” specifically COVID-. reliable tests specific COVID- virus.â€,1
amended guideline: coronavirus travel aerosols infectious air eight hours. Everyone must wear face mask matter are.,1
Italian PM said country surrendered COVID- pandemic,1
claim body bags delivered ice skating rink outside Australian city Adelaide shared widely Facebook novel coronavirus pandemic.,1
"Surin Province governor Thailand revealed , people infected.",1
"donâ€t wear mask driving, police fine baht.",1
Video clip shows people keep leaving Phuket.,1
medical authorities ask people leave groceries outside disinfect everything bleach.,1
"Facebook user made post saying â€œGhana recorded , cases coronavirus.â€",1
Israel best situation world face coronavirus pandemic without isolation measures.,1
Images shows Indian police beaten migrant workers amid Indiaâ€s lockdown commuting,1
Whether coronavirus began man sex bat.,1
Whether countries high rates childhood vaccines hit hardest coronavirus.,1
Queen Elizabeth II tested positive coronavirus.,1
NY banned cigarette sales coronavirus.,1
"per news Aajtak, Home Minister Amit Shah tested postive COVID-.",1
Fire triggered gas tanker leak near Delhiâ€s Shahdara Mor.,1
Images migrant labourers beaten police highways current national lockdown.,1
"Spain, police came encourage doctors work gave wanted quit.",1
video body bags dumped ditch shows â€œsituation Italyâ€ due coronavirus.,1
COVID- contains fragment deadly synthetic bacterium Cynthia.,1
"video featuring aerial shots futuristic skyscrapers, giant bridges landmarks shared thousands times Facebook claims shows Wuhan, central Chinese city novel coronavirus pandemic emerged December .",1
video shows Italians lost hope went streets COVID-.,1
photo shows -truck convoy Italian Army moving corpses COVID- patients.,1
post warning people stay home shows rows upon rows coffins â€œItaly.â€,1
photo shows COVID- vaccine cure patient three hours.,1
photo showing bodies scattered street used claim doctors Italy.,1
Philippine President Rodrigo Duterte said countries world imposed lockdowns counter spread COVID-.,1
Hydroxychloroquine chloroquine cures new coronavirus.,1
Multiple posts shared thousands times Facebook claim United States found cure novel coronavirus.,1
"formula alcohol, vinegar, citrus peel rosemary effectiveness disinfectant.",1
Houseflies transmit COVID- virus.,1
Breathing water vapor kills novel coronavirus.,1
"Going near fire stove applying hand sanitizers, causes fire contains alcohol.",1
Images show hands burnt use hand sanitiser.,1
"Indian Army constructed advanced hospital capacity , beds Barmer, Rajasthan, cope COVID-.",1
Italy surrendered coronavirus pandemic measures control COVID- exhausted.,1
Amitabh Bachchan gave million rupees Mumbai government fight coronavirus.,1
herd deer reclaimed Ooty-Coimbatore road.,1
Bollywood superstar Aamir Khan donated Rs. crore tackle novel coronavirus outbreak.,1
"Indian businessman, WIPRO chairman philanthropist Azim Prem donated , Crore fight COVID- outbreak India.",1
Chinese government accuses Indonesia spreading coronavirus,1
Doctor Li Wenliang hospital China suggest drinking tea coronavirus patients.,1
Dr. Li Wenliang recommends tea treatment. Doctors Wuhan cure COVID- tea.,1
Netflix Amazon offering free subscriptions amid coronavirus outbreak.,1
"WhatsApp forward attributed CNN claims Dr. Li Wenliang, whistleblower Chinese governmentâ€s propaganda COVID-, documented research report. According report, chemicals like Methylxanthine, Theobromine Theophylline stimulate compounds ward virus human body least average performing immune system.",1
Prince Charles tested positive COVID- meeting Bollywood singer Kanika Kapoor.,1
Finally India got coronavirus Dashboard. official website coronavirus updates. website updated every four hours. Scroll details; know coronavirus outbreak state placing finger state map.,1
Indian Government issued guideline monitor citizensâ€ activity; call social media handles surveillance.,1
"France canceled fees electricity, gas, water rent.",1
decreed â€œsuspension medical activities.â€,1
Puerta de Hierro hospital Madrid uses whole floor presidentâ€s family.,1
councilor Podemos Canary Islands tweeted â€œuseless elderly deadâ€ â€œare left street.â€,1
"First death coronavirus Barranquilla, Columbia.",1
Image statement Prime Minister Italy.,1
vaccine coronavirus found.,1
space hospitals Italy people crowding outside.,1
Indian politician claimed strain coronavirus India less virulent mutation.,1
audio says MMS sodium chlorite cures coronavirus hours.,1
Viral WhatsApp audio message claims President Buhari chief staff flew country coronavirus treatment.,1
Video post claiming inhaling traditional appetizer salt limestone cure COVID- infection.,1
Image mother unable feed suckling battles COVID-.,1
Image COVID- infected Indonesian doctor Hadio Ali watching daughters distance bids final goodbye; image said posted wife.,1
Italian president said Italy surrendered coronavirus.,1
image poster states Indian religious leader Mata Amritanandamayi hidden foreigners hermitage allowed tested.,1
"Images medical facility shared claim Indian Army set ,-bed hospital Rajasthan coronavirus pandemic.",1
Demon creature flying church Italy.,1
"Sri Lanka, Sathosa Supermarket trucks bearing image former PM Mahinda Rajapaksa used distribute food current COVID- curfew. Text condemns act mentioning ethical carry acts difficult time gain political advantage.",1
audio clip circulating Whatsapp claiming Nagpur (Second Capital Indian state Maharashtra) tested positive coronavirus cases including three doctors.,1
"post photo claiming Italian mother, suffering COVID-, hugs baby",1
"Photo posts claim person committing suicide jumping building Italy, doctor couple Italian hospital hours death chaos Italian hospital amid COVID-.",1
letter supposedly written Bill Gates says coronavirus corrector humanity.,1
Vladimir Putin dropped lions streets force Russians stay home.,1
Decathlonâ€s snorkeling masks used hospitals help patientsâ€ breathing.,1
Photos patients medical beds street showing situation Italian hospitals.,1
take seriously card efficacy chloroquine.,1
message CHU Mans (hospital France) presenting alarmist arguments encourage French people stay home.,1
list tips combat coronavirus board member Stanford hospital: COVID- patients donâ€t runny nose; drinking hot water prevent infection COVID-.,1
Pictures people stranded hospital beds claimed Italians coping pressures COVID- cases; India learn Italyâ€s mistakes step house -day lockdown,1
picture claims Italian man committed suicide whole family succumbed COVID-,1
"Reliance Jio, one biggest telecom networks India, providing Internet free coronavirus pandemic.",1
Videos showing police detaining COVID- patients India.,1
image human body figurines bowl claims China serving human baby soup restaurants.,1
image human body figurines bowl claims China serving human baby soup restaurants.,1
"herd deer flocking Tamil Nadu, India, due coronavirus lockdown.",1
"-year-old man, unemployed COVID- crisis, attempted suicide SÃ£o Paulo.",1
"Augusto Heleno, Brazilian general, cured COVID- infection using chloroquine.",1
Hospitals donâ€t allow parents visit children COVID- hospital.,1
"Photo Indonesian doctor, Hideo Ali, looking children pregnant wife last time.",1
Image dead bodies coronavirus victims Italy.,1
Photos coronavirus patients treated road Italy.,1
Another new disease called â€œhantavirusâ€ China.,1
video policeman taking man wandering â€œlockdown Italy.â€,1
video showing pile corpses Italy.,1
Mustard oil prevents person getting infected COVID-.,1
Israelâ€s Ministry Defense said best measure pandemic isolating elders.,1
"Speaking restriction travel China, President Donald Trump claims: â€œI (Joe) Biden calling xenophobic â€¦ called racist, fact felt racist thing stop people China coming in.â€",1
Ibuprofen ramps coronavirus times.,1
"Lies spread Serbian authorities COVID-. example, virus affect pregnant women, children young people; newborn infected coronavirus; virus last long objects; number respiratory machines Serbia possesses, etc.",1
post photos claiming COVID- infected patients Italy left street.,1
drug coronavirus found.,1
Polish government confiscated coronavirus testing machine originally bought local hospital Grodzisk Mazowiecki city.,1
Health care workers union â€œsuddenly finds stash million face masks.â€,1
people died coronavirus Spain lived nursing home.,1
"â€œItalians remove EU flag put flag PR China,â€ headline says, suggesting phenomenon happening Italy â€¦ people removing flag European Union replacing Chinese flag.",1
Guatemala ombudsman wants citizens pay COVID- tests.,1
take Ibuprofen treat fever coronavirus?,1
"post shared multiple times Facebook March claims China Japan â€œfreeâ€ novel coronavirus, causes disease COVID-.",1
Photo Kanika Kapoor meeting Prince Charles recent visit United Kingdom. Prince Charles tested positive coronavirus meeting.,1
Photo vaccine developed U.S. scientists COVID-.,1
"reported coronavirus lasts hours cabbages; thus, cabbage consumption restricted.",1
Viral message claiming disinfection conducted using helicopters Poland.,1
People got flu shot greater risk COVID-.,1
Italian people illegally entering Ivory Coast flee coronavirus.,1
"claim police Thailand issue fines anyone wear face mask public novel coronavirus pandemic shared repeatedly Facebook, Twitter Line Messenger.",1
Portuguese government spent much acceptable price ventilators.,1
Supposed quote Argentinian president alerting government aid going removed violated quarantine.,1
Putin enters meeting ministries wearing full yellow suit used quarantine doctors protect catching COVID-.,1
"coronavirus reach Chinese cities Beijing Shanghai, well Russia North Korea.",1
"Dead bodies coronavirus patients discarded mass graves Italy, according -second video clip gone viral social media.",1
Video shows bodies streets saying current situation Italy.,1
"image shared hundreds times multiple posts Facebook alongside claim shows poster issued activist group Extinction Rebellion stating â€œCorona cure, humans disease.â€",1
Numerous conspiracy theories shared social media claim G mobile networks cause novel coronavirus pandemic.,1
viral video claims mass graves Italy.,1
"positive coronavirus cases Nagpur along three doctors, one ventilator.",1
Prince Charles infected coronavirus meeting Indian singer Kanika Kapoor.,1
North Korean president ordered shoot first coronavirus patient country.,1
"Ministry Economic Development summoned Italians avoid sharing videos Whatsapp, due overcharging issues given working home COVID- emergency.",1
beautiful Italian nurse died coronavirus.,1
image Indian Home Minister Amit Shah visiting COVID- patients.,1
image human body figurines bowl claims China serving human baby soup restaurants.,1
image purported CNN broadcast shared thousands times multiple social media posts claims Nigeriaâ€s President Muhammadu Buhari chief staff Abba Kyari tested positive novel coronavirus.,1
Illuminati controlled U.S. government; coronavirus caused G.,1
President Trump sign G bill exposure effects misleading.,1
"claim novel coronavirus never detected major Chinese cities Beijing Shanghai shared repeatedly Facebook, Twitter Instagram.",1
novel coronavirus causes COVID- â€œconfirmedâ€ airborne.,1
Posts social media claim Democrats voted â€œthe stimulus package help American familiesâ€ novel coronavirus crisis.,1
"claim shared repeatedly Facebook, Twitter Line Messenger March police Thailand could issue fines anyone wear face mask public novel coronavirus pandemic.",1
Smoking cigarettes protects coronavirus,1
photo shows two Italian nurses hospital days got COVID- died.,1
Tokyo going locked down.,1
Putin accuses US EU leaders artificially creating COVID- reduce world population.,1
"post shared multiple times Facebook, Twitter YouTube claims consuming foods pH level pH level novel coronavirus could cure prevent infection COVID- disease.",1
German chancellor Angela Merkel tested positive new coronavirus SARS-CoV-.,1
text message shows government monitoring people leaving house coronavirus lockdown.,1
vaccine new coronavirus created US scientists ready use next Sunday.,1
Photo shows bodies ground belonging COVID- patients Italy.,1
Drinking mate helps avoid becoming infected new coronavirus,1
Chinese doctors recommended Italy sing balconies new coronavirus.,1
â€œAntiviral measures lead self-destruction collective suicide.â€ â€“ Sucharit Bhakdi.,1
message asking people get homes tonight pm next day government made arrangements spray medicine air order kill novel coronavirus.,1
Indian Army Rajasthan prepared -bed facility keep Coronavirus patients. facility ICUs ventilators well.,1
"Images show Indonesian doctor, Dr Hadio Ali died due COVID-.",1
Finally India got coronavirus Dashboard. official website coronavirus updates. website updated every four hours. Scroll details; know coronavirus outbreak state placing finger state map.,1
Prince Charles tested positive COVID- meeting Bollywood singer Kanika Kapoor.,1
"WhatsApp forward attributed CNN claims Dr. Li Wenliang, whistleblower Chinese governmentâ€s propaganda COVID-, documented research report. According report, chemicals like Methylxanthine, Theobromine Theophylline stimulate compounds ward virus human body least average performing immune system.",1
Indian Government issued guideline monitor citizensâ€ activity; call social media handles surveillance.,1
Malaysia dismissed residents outside home drones shoot fireworks.,1
Photo Italian PM Giuseppe Conte cried regretting late lockdown.,1
UN providing food aid South American countries due coronavirus pandemic.,1
China got prepared contain virus let whole population get infected.,1
Paraguayâ€s Ministry Health following people related confirmed cases coronavirus.,1
Ireland first phase lockdown sequence.,1
"March , French scientist successfully tested vaccine COVID-.",1
Health authorities recommend shaving beard COVID- crisis.,1
publication Pearls news says Nigerian senators tested positive COVID-.,1
"blog site claimed Kogi State Governor Nigeria, Yahaya Bello, tested positive COVID-.",1
Image TV reporter hazmat suit proof media â€œfabricatingâ€ panic.,1
children died COVID- Italy one day.,1
COVID- read tank car image taken .,1
CDC announces thennew coronavirus survive surfaces days.,1
Turkey map Wikipedia shows provinces COVID- cases diagnosed.,1
Video shows Italians drinking chrism together outbreak.,1
Video shows Turkish citizens leaving food packets road poor outbreak.,1
Spanish doctor says give ventilators younger people.,1
Viral WhatsApp message claims Netflix â€‹giving free passes platform period isolation.,1
Image police punishing people Indian state Assam violating curfew.,0
"Pakistanâ€s leading scholar Mufti Naeem suffers coronavirus. days ago, refused close madrasas mosques.",1
"Indian Singer Kanika Kapoor met Prince Charles, tested positive coronavirus.",1
Italian doctor couple diagnosed coronavirus.,1
open letter Bill Gates: Microsoft founder believes spiritual purpose behind disease.,1
U.S. railway car carried word â€œCOVID-â€,1
University Barcelona approve students classes suspended month.,1
â€œFood contributionâ€ campaign using UN logo.,1
Chlorine dioxide cures coronavirus.,1
Prime Minister Mexico tears eyes says people: lost battle coronavirus.,1
Uber suspends night services Kenya.,1
Compounds tea help cure COVID-.,1
treatment COVID- manufactured Uganda.,1
picture showing dead Italian doctors operating theater succumbing COVID-.,1
Nairobi Governor Mike Sonko donated million shillings COVID- response.,1
Coronavirus remains asphalt nine days.,1
Cigarette smoke spreads coronavirus.,1
new outbreak pandemic hantavirus coming China.,1
Purchases health products health councils taking advantage â€œhookâ€ COVID- disease sell online cures endorsed official organization.,1
audio states worst coronavirus crisis Spain start //.,1
"publication Facebook assures confirmed â€œthe [Spanish] president three vice presidents ill COVID- assures king must close Parliament, dissolve Cortes take political military control country.â€",1
Countries use nivaquine (chloroquine) malaria affected coronavirus.,1
"France, state pays billions year army, billion inhabitantsâ€ health.",1
get coronavirus makeup creams.,1
American die self-administered chloroquine ?,1
internet crash lockdown.,1
Mosquitoes spread coronavirus.,1
"dealing patients, Italian doctor couple took masks stared bottom hearts. died later.",1
video circulating WhatsApp COVID- patient escaping hospital Costa Rica.,1
publication claiming city San JosÃ Costa Rica created mass graves COVID- victims.,1
Indian Government snooping messages social media social media platforms monitored COVID- messages,1
Pakistani doctor Osama Riazâ€s last message (while taking last breath).,1
Last photo Indonesian doctor Hadio Ali standing away family passed away COVID-,1
Leave objects sun avoid contracting coronavirus.,1
Streaming apps Netflix Amazon Prime give free subscriptions COVID- outbreak India.,1
"Indian Army built ,-bed quarantine facility COVID-.",1
image couple claimed doctors lost lives coronavirus.,1
offering monetary help buy medicines food emergency.,1
Claims Colombian President IvÃ¡n Duque approved collective dismissals workers due emergency caused COVID-. messages attached proof screenshots Resolution Ministry Labor.,1
image accompanies text: Italian Prime Minister wept recognized losing battle coronavirus.,1
Photo deer Ooty-Coimbatore road current coronavirus lockdown.,1
Brazilian government initiated registration Social Security withdrawals fight pandemic WhatsApp.,1
Drinking tea help cure COVID-.,1
Nevada Governor Steve Sisolak â€œhas banned use anti-malaria drug might help cure coronavirus.â€,1
â€œCOVID literally stands Chinese Originated Viral Infectious Disease.â€,1
Coronavirus patients Italy streets hospitals longer able accommodate them.,1
Garlic protect coronavirus vulnerable group people blood type A.,1
COVID- secret American weapon aimed depopulation purposes.,1
"According DW, Venezuela country took advance measures outbreak.",1
"claim Facebook began circulate around Wednesday, //, says putting peeled onion room remove â€œall viruses bacteria including coronavirus.â€",1
Kids allowed say goodbye parents hospitalized COVID-.,1
video unprecedented stone rain Rome suggests fate pro-Communist Italy.,1
coronavirus Africa money cannot get debt International Monetary Fund.,1
Last picture Indonesian Dr. Hadio Alo bidding farewell family.,1
High death rate Italy due people taking Ibuprofen.,1
video viewed thousands times multiple posts Facebook claim shows bodies novel coronavirus victims thrown ditch Italy.,1
COVID- test Germany times cheaper Croatia.,1
People older given medical help Italy anymore.,1
"â€œif child gets virus, theyâ€re going hospital alone van people donâ€t know, people donâ€t know. home without time need.â€",1
application menthol ointment nostrils helps prevent virus.,1
"WhatsApp chain workers Argentinaâ€s important lab testing coronavirus, advised leave house next two weeks infection peak.",1
"message sent WhatsApp states Ministry Defense China announced â€œsuccessfullyâ€ developed vaccine new coronavirus, causes COVID- disease. Portugal would receive first doses days.",1
Italians accept Islam en masse.,1
"Brazilian singer Preta Gil infected COVID- performed , people.",1
Several photographs published Facebook claim portray coffins victims new coronavirus Italy.,1
message image claims drinking coffee help prevent new coronavirus.,1
doctors Italy die every day due coronavirus.,1
Italian people streets surrendering bidding farewell world COVID-.,1
photo fleet blue lorries bearing image Sri Lankan Prime Minister Mahinda Rajapaksa shared repeatedly Facebook Twitter alongside claim lorries distributing food novel coronavirus curfew.,1
Images patients treated open Italy run hospital beds.,1
"coronavirus tests countries conducted free nominal charges, India, costs Rs ,",1
"Thanks halt imposed government travel boats COVID-, crocodile shown Veniceâ€s canals.",1
government mandated decree salary cut high public officials.,1
news bulletin proves COVID- created laboratory Wuhan.,1
Facebook user asserted U.S. President Donald Trump announced vaccine COVID-.,1
Coronavirus pH level . . prevented cured eating alkaline foods.,1
purported notice issued Pakistan Red Crescent Pakistanâ€s Health Department COVID- isolation rules shared thousands times Facebook. advisory claims families killed isolation able hold funerals burials,1
"â€œopen letterâ€ purportedly written US billionaire philanthropist Bill Gates novel coronavirus pandemic shared English Chinese Facebook, Twitter various websites. Chinese-language posts state letter translated original publication British newspaper Sun.",1
Children separated parents coronavirus treatment.,1
Congress included include raise coronavirus stimulus package.,1
Tanks coming U.S. towns advance martial law,1
"Bitter gourd juice cure novel coronavirus, per Bihar Health Department India.",1
photo couple locked intimate embrace face masks lowered shared Facebook posts claim nurses treating COVID- patients Italian hospital.,1
video purportedly shows winged creature atop dome structure viewed tens thousands times Facebook YouTube alongside claim shows â€œthe image devilâ€ roof church Italy.,1
sex every morning kills coronavirus.,1
"Neem leaf, used malaria, could efficient COVID-.",1
Grateful Italians turn Russian anthem streets.,1
Eucalyptus prevents eliminates new coronavirus,1
pandemic every years,1
group Guatemalan deputies reported voted bill protect population.,1
Tea ingredients ward coronavirus infection.,1
"Pakistan’s leading scholar Mufti Naeem suffers coronavirus. days ago, refused close madrasas mosques.",1
"Image shared social media claiming; italian doctor couple picture worked day night saved lives patients, eighth day, caught coronavirus died hour.",1
Peeled onions suck coronavirus.,1
Videos passenger plane Italy Ethiopia positive coronavirus.,1
Paraguayans go “even buy bread” incubation period positive cases coronavirus increase.,1
Holding breath seconds way test coronavirus.,1
Netflix providing free access platform due quarantine.,1
"Photo Copacabana beach // full sunbathers, even though Rio quarantine due COVID-.",1
Viral WhatsApp message advises purchasing used clothing expose buyers COVID-.,1
Controversies surrounding chloroquine suggest health authorities approved cure COVID-.,1
"New York Governor Andrew Cuomo “rejected buying recommended , ventilators pandemic, established death panels lotteries instead. chance buy, , , ventilators low price, turned down.”",1
Wisconsin Governor Tony Evers “pushing firearm confiscation orders.”,1
"Indian Army set-up , bed quarantine facility Rajasthan’s Barmer.",1
Justin Trudeau’s wife released video hospital bed.,1
President Italy crying coronavirus pandemic.,1
man video science board member says ginger milk remedies COVID-.,1
"hair dryer kill coronavirus nose, Iranian artist Golshifteh Farahani says.",1
Video shows looting Mexico.,1
China granted test kits Turkey return Mustafa Kemal’s cholera vaccine aid China .,1
CDC said coronavirus survived days surface cruise ship.,1
coronavirus. Chinese secretly working biological agent supposed make protesters docile obedient.,1
new hantavirus deadly problem emerging China. cure it.,1
"According report WHO, coronavirus lives longest cabbage layer. Elsewhere virus lives - hours, whereas cabbage, virus lives hours. People cities requested eat cabbage.",1
bodies people infected coronavirus lying road Italy. one carrying due risk infection.,1
Coronavirus fear Germany results large crowds outside supermarket. People pushing get store first necessary supplies.,1
Tea cure coronavirus.,1
New vaccine help cure coronavirus three hours.,1
Gargling hot water prevent coronavirus infection.,1
"video shared thousands times multiple posts Facebook claim shows woman detained police Australia tested positive novel coronavirus, COVID-, filmed spitting supermarket Sydney suburb.",1
screenshot purported news broadcast showing lion street reporting Russia deployed hundreds lions maintain order novel coronavirus lockdown shared tens thousands times Facebook Twitter.,1
"Tens thousands people victims coronavirus died China, proven maps Wuhan released online show massive burning corpses.",1
Hospitals Madrid removing artificial respirators admitted coronaviruses older years use younger patients.,1
"purported news report claims Philippine President Rodrigo Duterte approved release P, (USD $) recipients Philippines’ Social Security System (SSS) help novel coronavirus pandemic.",1
video allegedly showing Canadian Prime Minister Justin Trudeau’s wife hospital bed urging people stay home avoid ending seriously ill novel coronavirus shared thousands times Facebook Twitter.,1
"tank circulates streets Tudela, Navarre, Spain, combat COVID-.",1
new law prohibits “leaving home” p.m. Spain.,1
"//, coronavirus contagion rate decreased “for two consecutive days.”",1
Andalusia proposes students must repeat classes (not March ).,1
Iceland tested whole population.,1
France found vaccine coronavirus.,1
ONU provide food voucher coronavirus quarantine.,1
new COVID- cases confirmed Mombasa.,1
photo showing bodies Italian COVID- victims street.,1
Pakistani Dr. Usman Riaz speaks coronavirus death.,1
Purported advisories urging residents stay indoors national air force helicopters spray disinfectant homes kill novel coronavirus circulated online Sri Lanka Philippines.,1
Globe Telecom giving every subscriber free mobile load worth P help donation amid coronavirus crisis.,1
Five person healed Morocco chloroquine.,1
Mosques synagogues holy places opened French confinement.,1
photo shows nurses insulting French President Emmanuel Macron.,1
won’t charged euro fine you’re driving several persons car lockdown.,1
"alarming text message signed “Claire Magne, friend, nurse”.",1
"Costa Rica, dead bodies returned families.",1
"Costa Rica, Red Cross Walmart giving emergency funds COVID-.",1
Video shows Malaysian police sanction people violated lockdown stipulation hitting foot sole.,1
"Gargling hot water cures coronavirus, says doctor Mumbai’s COVID- hospital.",1
police commissioner Mumbai asked essential services available certain hours.,1
False OMS grants food medicine vouchers.,1
"Says order Gov. Tony Evers, eight children can’t legally dinner together anymore.",0
Says Nancy Pelosi’s coronavirus bill includes “tax credits solar wind energy … retirement plans community newspaper employees … $ million PBS … climate change studies” more.,0
Gargling warm water salt vinegar eliminates coronavirus.,1
[SARS-CoV-] spreading quickly gas pumps. Shopping carts well.,1
"WhatsApp video features Rabbi Dan Ben Avraham, International President Netzarita AMI Alliance, according Twitter. video, rabbi says “the Israeli Minister Health officially declared Israel coronavirus vaccine.” “Israel vaccine already.”",1
Iranian girl Anahita Hashemzadeh contracted coronavirus.,1
Photos Italian man committing suicide lost entire family COVID-.,1
Photo prime minister Italy crying expressing helplessness couldn’t save coronavirus patients Italy.,1
Video Italian police taking man come onto streets despite lockdown country.,1
