cleaned_text,label
"significant growing number college students support ""post-birth abortions,"" extending children old four five.",1
"s, Biden Crime Bill added , cops America's streets. result, murder violent crime rates went eight years row.",1
Anthony Bourdain Killed Clinton Operatives?,1
"Carolina Panthers quarterback Cam Newton fined total $, giving away footballs fans.",1
C-SPAN Insult Mitch McConnell?,1
"Palin said stimulus money weatherization required ""universal energy building codes Alaska, kind one-size-fits-all building code going work Alaska.""",1
"Terry full-time staff member dedicated creating automatic trade professional certifications returning veterans. stalled https://www.politifact.com/virginia/promises/macker-meter/promise//dedicate-full-time-staff-member-help-veterans-get-/ None macker-meter Terry McAuliffe None None Dedicate full-time staff member help veterans get work certifications --T:: None ['None'] pomt- U.S. Constitution, there’s little section talks life, liberty pursuit happiness.""",1
'Refried Beans'?,1
"image shows Fatima Hemminger, first Muslim Major General United States Air Force.",1
"Pepto-Bismol Contain Xylitol, Harmful Dogs?",1
federal government lent $ billion state-owned oil company Brazil allow explore oil gas.,1
video shows amazingly human-like robot walking driveway.,1
“Florida Obituaries show Parkland school shooting deaths.”,1
Election Day split across two separate days year.,1
photograph showing woman walking nearly empty supermarket aisle taken Venezuela.,1
"Hillary Clinton tweeted #DraftOurDaughters, encouraging women go war.",1
Police found cow eyeballs man's rectum arresting drunk driving.,1
"Muslim mayor ""Blairsville, Michigan"" outlawed Christmas within city's limits.",1
"Leaked transcripts Goldman Sachs speeches document Hillary Clinton described progressive voters ""bucket losers.""",1
"Says Gov. Chris Christie's decision close Elizabeth MVC ""saved money.""",1
Frightwashed,1
Barack Michelle Obama filed divorce Illinois.,1
clip show 'Arrested Development' featuring Ron Howard proof moon landing fake.,1
Photograph depicts fetuses found Chinese food restaurant's freezer.,1
"""common knowledge"" al-Qaida receiving training Iran.",1
Donald Trump Nobel Peace Prize?,1
"Says Gov. Scott Walker ""took away $. billion schools handed $ billion tax breaks rich.""",1
Nabisco issuing Spam-flavored Oreos.,1
"Says ""I worked Mayor commissioners help save school year budget crisis Salem threatened cut four weeks school year,"" including negotiating teachers work free.",1
"Alabama man suspected creating ""real life human centipede"" remains large.",1
CEO Wonder Bread cut company's ties NRA conservative companies.,1
"Says Houston ""home doctors, nurses, researchers place world.""",1
photograph shows 'Spanish Dancer Jellyfish.',1
"DNC staffer killed ""mysterious explosion"" following unsolved murder young man Washington, D.C.",1
Donald Trump Salute Flag?,1
Barack Obama said would replace U.S. national anthem song 'I'd Like Teach World Sing.',1
"never asked single earmark, pork barrel project state Arizona.",1
"Says Barack Obama ""hypocrite"" criticizing President George W. Bush’s ""drone attack program,"" using aggressively president.",1
Poisoned Halloween Candy,1
furious Chelsea Clinton handcuffed dragged away Sen. Hal Lindsay exposed Clinton corruption.,1
transgender woman arrested taking pictures underage girls Target Dallas.,1
"characteristics stereotypical millennial liberals make less competitive, discord natural world.",1
", teachers K-, , teachers today years old.",1
"Ending federal funding National Public Radio would jeopardize , jobs.",1
President Obama passed law enabling food stamp recipients use benefits purchase hot food.,1
unusual White House official like former National Security Adviser Susan Rice make unmasking requests.,1
Jeff Goldblum criticized Mark Zuckerberg Elon Musk capitalists MTV interview.,1
"Cuccinelli’s tax cut plan, ""school divisions across Virginia could forced fire , teachers.""",1
"Donald Trump's inauguration ""will first one miss since I’ve Congress.""",1
photograph shows purple horned winged lizard.,1
Michelle Obama plagiarized parts Democratic National Convention speech 'The Habits Highly Effective People' author Stephen R. Covey.,1
Muslim Waitress Refuses Seat -Person Church Group 'Religious Freedom',1
can't pass budget Senate United States without votes.,1
Clinton campaign official arrested FBI child rape/trafficking charges,1
Russian President Vladimir Putin issued arrest warrant George Soros.,1
"Florida’s proposed Health Care Freedom Act ""will allow Floridians opt Obama’s govt. takeover healthcare!""",1
Police opened fire store mannequin failed follow orders.,1
Eleven states banned use electronic cigarettes inside cars.,1
Christine Blasey Ford’s Brother Work Close Relative Peter Strzok’s?,1
CNN Raided FCC ‘Deceiving American Public’?,1
State Department officials actually directed contracts Haitian recovery earthquake friends Clintons.,1
"Bill Murray Hunter S. Thompson photographed wearing shirts reading ""Buy Brunch"" ""Polite Fuck.""",1
Donald Trump Mike Pence steal campaign logo Nevada brothel.,1
"Says Obama health reform law denies millions ""access affordable insurance.""",1
legislative action taken could well rendered completely null void decision Supreme Court expected June.,1
Jodi Arias granted early release prison incident correctional officers,1
"Voter fraud provided ""a portion"" margin victory Democrat John Lehman Republican Sen. Van Wanggaard state Senate recall election.",1
"Tim Kaine urged ""$ billion Medicare cuts.""",1
"news broke Ferguson -year-old Michael Brown suspect robbery, ""MSNBC practically went air behind-closed-doors meetings figure deal new revelation.""",1
photograph shows Mother Teresa age .,1
"John McCain accused Barack Obama ""of letting infants die.""",1
"Donald Trump donated $, ensure suspected Charleston church shooter Dylann Roof transferred ""safer"" prison.",1
"Green Bay Packers coach Mike McCarthy put something field ""pissed off"" ""racist"" players.",1
Cancer institute finally admits marijuana kills cancer.,1
Yellowstone evacuated June experts warned imminent volcanic eruption.,1
drops Visine brand eye drops taken internally induce uncontrollable diarrhea.,1
image shows lawmaker's underwear leans desk.,1
People begun licking toilets form protest United States President Donald Trump.,1
JEFF SESSIONS CAUGHT COLLUDING OBAMA,1
"Donald Trump says ""all Mexicans rapists.""",1
"Pat Robertson advised men whose wives voting Hillary Clinton ""boycott sex"" changed minds.",1
"wealth gap blacks whites United States ""greater black-white wealth gap apartheid South Africa.""",1
"photograph shows man word ""Trump"" tattooed across forehead.",1
Fox News showed parody account Reality Winner live broadcast.,1
"log government's Cash Clunkers Web site (cars.gov) home computer, government ""seize personal private"" information, track computer activity.",1
"Wisconsin’s lawsuit rules anti-business state’s system ""one promiscuous"" America.",1
Time speeding actually perceive -hour day -hour day.,1
Australian Gun Stats,1
percent increase violent crime state California. … that’s within last year.,1
"Says Patrick Murphy advocated ""cuts Social Security Medicare.""",1
"study private bail bond systems ""showed Wisconsin higher no-show rate states"" defendants skipping court appearances.",1
John record Senate. John's passed four bills. They're post offices.,1
Eddie Murphy Death,1
"Claim: previous UPA government constructed lakh houses last years current government last years constructed . crore houses, difference crore houses.",1
"look job, can't find give up. considered statistically employed.",1
"President Obama issued whopping executive orders, many give government unprecedented power take control civilian institutions.",1
Chelsea Clinton Arrested Sex Year-Old Boy?,1
"use (Tax Increment Financing) funding, that's going take funds general fund Pinellas County, take funds general fund city St. Pete.",1
Colin Kaepernick Say Would Stand National Anthem Signed NFL Team?,1
"Says Joe Kyrillos ""voted raid state's pension funds $. billion costing New Jersey taxpayers still today tune nearly $ billion dollars repay money.""",1
Floyd Mayweather wore Muslim headscarf Donald Trump rally.,1
photograph shows Jesse Owens Hitler shaking hands Olympics.,1
Donald Trump’s completely consistent plan nonviolent undocumented immigrants.,1
Julian Assange kidnapped Ecuadorean embassy London murdered April .,1
Says FBI agent Peter Strzok’s hearing confirmed Republican Congressman Jim Jordan’s theory Justice Department got Steele dossier.,1
Actor Gary Sinise posted witty retort Hillary Clinton tweeted message gun control.,1
Environmental Protection Agency ban manmade snow dihydrogen monoxide found.,1
"Says Transportation Secretary Ray LaHood ""force stop using cell phone"" driving.",1
"Meteorologists predicted ""devastating snowfall"" parts Montana early .",1
Recount observers Wisconsin discovered voting machines seals compromised general election.,1
lottery winner died attempting gold-plate testicles.,1
"Donald Trump bashed Jesus, saying could save America without ""silly cross.""",1
"Dick Act passed ""invalidates gun control laws"" U.S.",1
"tax inversions, Wall Street Journal ""surprisingly attacked tax scheme.""",1
image shows pumpkin spice bologna product Oscar Mayer.,1
"Says unions ""take away"" hard-earned money teachers, firefighters police officers play politics.",1
"Says broken compact fluorescent light bulbs ""allegedly cause migraines epilepsy attacks.""",1
Starbucks Offering Coupons Black Customers Only?,1
number hooves lifted air equestrian statues reveals riders died.,1
"Says ""helped lead outside audit that’ll save (Milwaukee County) taxpayers $ million.""",1
Seventy percent people living abject poverty women.,1
Anthony Weiner Placed Protective Custody -- Turn State’s Evidence Hillary?,1
MMA fighter Ronda Rousey found dead bathtub.,1
Two Clinton Employees Arrested Destroying Evidence Uranium Probe Begins?,1
"Obama Health Human Services Department planning compile federal health record U.S. citizens , including ""each individual’s Body Mass Index.""",1
ISIS making millions dollars week selling Libyan oil.,1
% Tanzanians Suffer Mental Illness?,1
"University Louisville Hospital confirmed deaths people rare strain ""HR virus.""",1
gay baboon terrorized South African village raped several men.,1
"Says PolitiFact issued True ruling Paul Krugman calling ""Governor Christie ‘fiscal phony.’""",1
"Romney/Ryan budget, interest rates federal student loans would allowed double.",1
"billionaire offered $ billion ""breed"" Lebron James Serena Williams.",1
"VERA FILES FACT CHECK: Reports rehashing claims Robredo got , ghost votes",1
"David Hogg didn’t attend high school Parkland, Florida; graduated Redondo Shores Continuation High School California.",1
"Says secret John Doe criminal investigation campaign ""resolved"" two judges said ""over.""",1
Rhode Island’s teen binge drinking rate double national average.,1
transcript Hillary Clinton's speech finance giant Goldman Sachs leaked published online.,1
"Alex Sink wants ""cut Medicare.""",1
"atheist mayor DeQuincy, Louisiana, fired firefighter praying scene fire.",1
video clip shows subsequently suppressed Fox News broadcast Barack Obama.,1
President Trump Abolished Child Support?,1
photograph depicts new method discovered Russian scientists turn black skin white instantly.,1
photograph shark leaping water real award National Geographic.,1
Seventy-seven top cities highest poverty rate nationwide California.,1
Hillary Clinton campaign started birther controversy.,1
"member redistricting commission proposed Issue ""could accept bribe somebody"" ""couldn’t removed commission.""",1
"Says Ted Cruz ""is supporter legalizing people country illegally"" ""proposed giving work permits.""",1
"Iran deal says ""if country tries undermine (Iran's) nuclear program, help defend Israel, Egypt, Saudis, allies.""",1
There’s people working health care today New Hampshire passed budget.,1
video shows ice fisherman getting eaten orca.,1
"Says ""we know"" Erika Harold would ""discriminate loving gay couple want adopt child, favoring abusive straight couple instead.""",1
"photograph shows Pope Francis kissing hand David Rockefeller, Henry Kissinger, one many people targeted conspiracy theorists part vast global conspiracy.",1
"American Chopper star Paul Teutul, Sr. killed motorcycle accident April .",1
Columbia University student ID card identifies Barack Obama foreign student named Barry Soetoro.,1
Miss Colombia committed suicide mistaken accidentally crowned Miss Universe rectified.,1
"one year, United Nations ""did resolutions Israel.""",1
Martha Stewart said she'd refuse accept pardon President Donald Trump.,1
Albert Einstein Rejection Letter,1
"Charlotte ""rioters"" lose government benefits caught ""looting"" protests death Keith Lamont Scott.",1
"Jan. year, , new laws put books one day.",1
photograph shows two women holding anti-Father's Day signs protest day's designation.,1
Immigrants responsible percent small biz growth since .,1
Donald Trump accused sexual assault ran President .,1
"governor, Tim Kaine ""oversaw huge increase illegal immigration, tremendous increase.""",1
never said wear flag pins refuse wear flag pins.,1
x-ray image shows live cockroach patient's chest Zimbabwe.,1
Actor Denzel Washington killed drive-by shooting New York.,1
President Obama signed executive order mandating loser election forever leave country November .,1
FACT: Nothing #Obamacare forces people health plans.,1
video clip shows NASA studio-produced 'outtake' first manned moon landing.,1
Hillary Clinton supported helped free two Black Panthers accused torturing murdering Alex Rackley.,1
"modern image Jesus modeled Cesare Borgia, gangster's son.",1
"monthly ""police fire protection fee"" Wisconsin phone bills nothing support police fire.",1
"National Cancer Institute ""admitted"" ""cannabis kills cancer.""",1
Jared Kushner Go Saudi Arabia Extradition Treaty US?,1
"President Trump Send Federal Troops, Armored Vehicles Chicago?",1
"rural Virginia, ""Sen. Warner ran - points ahead traditional Democrat -- ahead Senator Kaine, ahead Governor McAuliffe.""",1
"Z-visa offered Senate bill let everybody who's illegally, criminals, stay rest lives.",1
amount money put running state legislature nearly much put University Rhode Island.,1
"California ""highest gas tax nation"" cent gas tax hike goes effect.",1
mother arrested tattooing -year-old boy trading drugs.,1
"Actor Samuel L. Jackson tweeted lament overpaid ""modern mumble"" rap artists underpaid teachers.",1
"Obama administration ""borrowed $ trillion, right? yet, picked $. trillion stock market. ... Maybe sense we’re reducing debt.""",1
"Facebook vice president Jeff Rothschild said ""In order finalize New World Order process need rd world war exterminate % world's population.""",1
Hillary Clinton Found Anti-Trump Website Taxpayer Dollars?,1
Prophylactic maker Durex producing eggplant-flavored condom.,1
weak illegal immigration policies Obama Admin. allowed bad MS gangs form cities across U.S. removing fast!,1
group Trump supporters misspelled candidate's name shirts.,1
"Governor Christie also remains Governor since World War II, among Democrats Republicans, failed party win control least one legislative body course term.",1
Experiment proves water boiled microwave oven harmful plants.,1
"drawing sex act spotted closing scenes movie ""Monsters, Inc.""",1
“Charles Schumer Received $k Donation Pro-Illegal Alien Group Vote.”,1
Nike makes sneakers elephant skins.,1
Candy canes created Christian symbols representing blood purity Jesus.,1
"Clackamas County Commissioners ""approved re-negotiated agreement lower county’s contribution TriMet’s Portland-Milwaukie Light Rail project $. million $ million.""",1
"Says Wisconsin Manufacturers & Commerce’s ""own survey revealed percent business executive respondents favor Right-To-Work legislation.""",1
Former NBA superstar Michael Jordan died sleep heart attack.,1
"'Rolling Stone' interview, U singer Bono proclaimed ""Donald Trump destroying America, [and] must stop him.""",1
baby leading cause poverty spells United States.,1
Says conservative mega-donor Richard Uihlein Wisconsin resident.,1
"lives lost war drug cartels Juarez alone, blocks United States America, lost war Afghanistan.",1
Archaeologists dug -year-old alien cellphone Austria.,1
There's still $ billion $ billion stimulus plan spent. stop it.,1
Nazi Submarine Found Great Lakes?,1
"man came forward claimed paid $, protest Donald Trump rally.",1
"Says ""didn’t involvement with"" nutritional supplement company Mannatech.",1
"Texas, teach creationism evolution public schools.",1
EPA director Obama said Clean Power Initiative would effect man-made CO emissions. That's said. Go look up.,1
"Says first two years, ""Wisconsin seen best two-year job growth decade.""",1
Saudi scientists announced theyhad determined women mammals humans.,1
"lot Sen. Sherrod Brown’s policies ""reflect interest Marxism"" fondness communism.",1
Actor Ato Essandoh killed filming 'Django Unchained.',1
"“In fairness, Bob Mueller worked Obama eight years.”",1
"Texas Capitol faces South toward Goliad, memory horrific battle Texas Revolution.",1
Eating Turkey Make People Drowsy?,1
"new dollar coins, ""'In God Trust' gone!""",1
"July , body -year-old woman found burned-out remains property owned Bill Hillary Clinton.",1
Former president Bill Clinton filed divorce former presidential candidate Hillary Clinton May .,1
horses 'Young Frankenstein' react violently mention Frau Blücher's name means 'glue' German.,1
"Clint Eastwood received ""tragic news"" subjected ""heavy insults"" new movie.",1
"New jobs numbers in, Wisconsin ""fallen dead last Midwest job growth.""",1
Calgary man cut penis attaching razor blades fidget spinner.,1
Philadelphia Eagles fan stole ostrich zoo rode streets celebration team's Super Bowl victory.,1
Lowe's Coupon,1
"Says ""about eight "" inflammatory sentences newsletters.",1
"President Barack Obama shut NASA space flights turned agency ""into Muslim outreach department.""",1
"United States, percent social services provided Catholic church.",1
CNN reported Twitter deleting Donald Trump's account use 'racist rhetoric.',1
Florida teacher gave th grade students explicit sex ed lesson involving strap-on sex toy satisfy Common Core requirements.,1
"I'm predicting (the Saints) go undefeated, way Super Bowl -- something that's never done before.",1
girl need kidney transplant receives $ donation purpose every time photo shared Facebook.,1
mayor London encouraged muslims riot President Donald Trump's visit U.K,1
photograph shows snake found plastic milk jug.,1
Maine's House Democrats voted allow female genital mutilation.,1
Attorney General Loretta Lynch declared Confederate flag tattoos must removed immediately.,1
"Scientists drilling Siberia went far ended punching hole Hell, screams damned drifted them.",1
President Donald Trump family subjects upcoming reality show.,1
"Says bus riders subsidize ""expensive, romanticized"" Leander-to-Austin train.",1
crime decline United States would fairly small crime decline New York City.,1
"Ronald Reagan president, discretionary spending, appropriations, percent budget, mandatory .",1
"Southern California community Tarzana named famous ""ape man"" character created Edgar Rice Burroughs, one town's early residents.",1
"nineteenth-century British man named Edward Mordrake (also spelled ""Mordake"") born rare medical condition form extra face back head.",1
"West Virginia ""more veterans per capita"" state.",1
President Trump disparaged Navajos Twitter January .,1
"Says ""there's nothing learn"" tax returns.",1
"Gov. Scott Walker’s public-school budgets, ""a student entering kindergarten enjoy state investment education came graduating high school.""",1
Fox News Channel banned Canada report false information,1
Former Alaska governor critically injured automobile accident.,1
"""creepy clown"" arrested massacring individuals haunted house attraction.",1
"Cancer caused deficiency vitamin “B,” condition remedied nutritional supplements.",1
Fox Sports announced would longer broadcast NFL games teams players apologized President Trump kneeling national anthem.,1
photograph shows rare Nagapushpa flower blooms every years.,1
"driver vehicle killed one person injured dozen others Unite Right rally Charlottesville, Virginia, known ""radical leftist"" supported Hillary Clinton George Soros.",1
Canadian Xenophobia,1
state agencies. Forty-five agencies related health care.,1
"Iran deal: ""If Israel attacks Iran … we’re supposed Iran’s side.""",1
"Miami-Dade ""the nation’s highest-rated tap water.""",1
Maxine Waters Getting Criminally Charged!,1
"Says Robert Hurt ""supports tax loopholes send American jobs overseas.""",1
didn’t development director seven months.,1
Gardasil HPV vaccine proved caused deaths women.,1
FALSE,1
"Virginia House Speaker Bill Howell ""allied group pushing MIXED SEX BATHROOMS Stafford Schools.""",1
"Hollywood film producer alleged sexual predator Harvey Weinstein shot killed Scottsdale, Arizona, hotel room.",1
stopped traffic coming -- percent.,1
Lincoln Lee's Views Slavery,1
“Naked” Juices Smoothies Contain Formaldehyde?,1
Give Dog Bone,1
Televangelist Creflo Dollar's pulpit made entirely hundred dollar bills.,1
"Chevrolet Nova sold poorly Spanish-speaking countries name translates ""doesn't go"" Spanish.",1
Taylor Swift Say 'We FORGIVE' Logan Paul?,1
average age first marijuana use .,1
king Netherlands tweeted International Court Justice Hague ready waiting Donald Trump.,1
transgender woman shot death bathroom Colorado department store.,1
"hiker stumbled across scary ""shrine"" made missing persons posters.",1
Photograph depicts mysterious large sea creature washed ashore Mexico June .,1
vintage Heineken advertisement showed toddler drinking beer boasted youngest customers business.,1
Kohl's declared bankruptcy closing stores.,1
tips left Dunkin’ Donuts don’t go employees.,1
"State employees Wisconsin earn ""about percent less"" worked private sector.",1
Pro-Lifers Declare 'Ejaculation Murder: Every Sperm Cell Life.',1
Right Tea Party polls higher Republicans Democrats.,1
President Trump issued order banning 'Saturday Night Live' television show.,1
"photograph shows UFO ""kill markings"" side German World War II anti-aircraft gun.",1
Three naked women photo campaigning Democrats.,1
Leaked medical records document Hillary Clinton exhibits signs dementia serious illness.,1
‘sore loser’ laws would bar Luther Strange pursuing seat already lost Alabama Republican Senate runoff Roy Moore.,1
"Coalition, return federal budget good position government’s, minimum, would make $ billion worth cuts.",1
President Obama signed executive order banning possession sale Confederate flags.,1
Declaration Independence written paper made hemp.,1
creator Breaking Bad announced series return sixth season.,1
"John McCain refuses support new bipartisan energy bill ""because would take away tax breaks oil companies like Exxon Mobil.""",1
U.S. Attorney wound putting percent state Legislature jail seven years.,1
DNC staffer Seth Rich gunned prevent meeting FBI plans testify Hillary Clinton.,1
", Barack Obama directed ""Project Vote - arm ACORN also encouraged voter registration.""",1
Klein hold single town hall meeting (on health care) general public invited ask questions present views.,1
woman arrested police discovered killing neighbors' cats make fur coats them.,1
proportion Rhode Islanders entering substance abuse treatment primarily due marijuana use reached highest point years.,1
Adolf Hitler “leftist” stated Nazis “are socialists [and] mortal enemies present capitalist economic system.”,1
Facebook picks sides Alabama Senate race ... shuts Gateway Pundit Breitbart reports discredited Allred accuser,1
"dedication FBI building Florida, Rep. Frederica Wilson ""stood ... talked instrumental getting funding building, took care constituents got money, called President Obama, phone call gave money -- $ million -- build building. sat down.""",1
regulation drones United States commercial use.,1
Hundreds illegal immigrants subject detainers released last week since new sanctuary policy adopted Travis County Sheriff's Office.,1
Amish Brotherhood endorsed Donald Trump president.,1
It’s half years since United States Senate passed budget.,1
Backless boosters banned United States starting December .,1
Vibrant Body Company staged online bra promotion front human trafficking.,1
Road Rage Incident Russia?,1
"amendment House health reform bill ""puts new restrictions women's access abortion coverage private health insurance market even would pay premiums money.""",1
Brett Kavanaugh Rule Employers Accept Polygraph Tests ‘Gospel’?,1
"Says images show migrants trains buses heading toward United States, walking.",1
President Donald Trump “just defended Confederate Flag hung White House.”,1
"Individuals legitimately identifying calling acceptance new identity known ""clovergender.""",1
"Says Nevada lawmakers voted allow teenaged boys ""shower teenaged girls public school locker rooms.""",1
"Even among ""second third generation"" Muslims United States, ""there's real assimilation.""",1
Former Roanoke City Department Social Services worker Storm Durham fired job possessed concealed carry permit.,1
FDA recently discovered Arizona Beverage Company uses human urine many products.,1
Monsanto purchased merged Whole Foods Market grocery chain.,1
"KKK started petition ""purge' black people United States.",1
Tim Kaine said Caucasians must become minority atone racism oppression suffered blacks.,1
Congressman Nye voted bill would defunded $- billion IRS needed implement health care legislation.,1
Elon Musk Call Donald Trump 'Dumbass'?,1
inaudible sonic weapon adequately explains range symptoms experienced diplomats suffering “health attacks” Cuba.,1
", Dan Branch tried expand third-trimester abortions Texas.",1
"give (foreign aid) developing countries, percent stolen top.",1
"Last year, involved effort help prosecutors get first pay raise years.",1
photograph shows lake resembles Teletubby character.,1
Air Course One,1
"President Obama planned attend Fidel Castro's funeral, forced ""stand down"" President-elect Donald Trump.",1
U.S. Department Interior sent official news release stating President Obama reducing size Navajo Reservation.,1
"Says ""Every legislative district state least one craft brewery countless home brewers.""",1
"Camera phone video taken Mexican church shows statue Jesus Christ ""miraculously"" opening closing eyes.",1
"June , Michigan residents lost ""right farm,"" keep chickens, maintain bee hives due change existing law.",1
"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder Planned Parenthood, Betty Friedan, founder NARAL Prochoice, pro-abortion women icons children emulate.""",1
Sasha Obama crashed Bugatti Veyron lake December .,1
"Says Jeb Bush Marco Rubio ""had set winner takes everything, wanted make sure get anything"" Florida primary.",1
SS Cotopaxi discovered Cuban Coast Guard years vanished Bermuda Triangle.,1
"Says book, Art Deal, ""the No. selling business book time.""",1
Secretary Interior Ryan Zinke posed elephant shot.,1
"Commerce Secretary nominee John Bryson ""appears endorse world government.""",1
"primary election, ""right-wing group spent $,, support"" Supreme Court Justice Rebecca Bradley.",1
"Hurricane Hermine , Tallahassee ""didn’t power weeks (Mayor Andrew Gillum) stood way crews able come restore power, weren’t members right union something.""",1
Sixty Klan members committed suicide announced Harriet Tubman's image would placed $ bill.,1
"legislative session may over, doesn’t mean we’ll stop hearing pre-kindergarten time soon. issue major flashpoint Gov. Mark Dayton’s administration legislators, including DFLers Senate. came this: Legislature set aside millions fund pre-kindergarten public schools boost overall school spending target dollars families least likely able afford quality early education? Ultimately, Dayton legislators settled latter option, passing $ billion education bill. final hours special session, Rep. Tony Cornish, R-Vernon Center, said money isn’t well spent first place. “It’s great babysitting service. empirical evidence prove pre-K doesn’t wear third fourth grade,” said debate bill.",1
WikiLeaks revealed Clintons spent $ million estate Maldives.,1
Madison-Milwaukee (high-speed) train line dead.,1
Health care legislation requires U.S. residents implanted RFID microchips.,1
"meme claimed British Muslim man named Sajid Muhammed set woman fire eating bacon sandwich, jailed two years.",1
"fruit graviola tree (soursop guyabano), components plant (A. muricata), viable cure cancer.",1
Actor Channing Tatum came gay.,1
"man locked daughter cage used Snapchat's ""dog filter"" frequently.",1
Alexandria Ocasio-Cortez Say There’s Difference Billions Trillions?,1
"video shows serial killer babysitter Nancy James, hired Peerc family, placing barbed wire around baby crib.",1
State New York spends money Medicaid State New Jersey.,1
"outrageous President Bush, National Institutes Health basically decreased funding.",1
"June , three Democratic senators called Supreme Court nominees ""unduly influenced"" U.S. Constitution.",1
Pelosi Issues ‘Impeachment’ Announcement.,1
Images show several large topiary cats created retiree artist named John Brooker.,1
"find indeed unverified Fake Dirty Dossier, paid Crooked Hillary Clinton DNC, knowingly & falsely submitted FISA responsible starting totally conflicted discredited Mueller Witch Hunt!",1
FDA banned sale grape-flavored ice cream U.S. due pet-related hazards.,1
man Argentina died peritonitis holding gas visit girlfriend's mother.,1
'The Simpsons' animated television series predicted advent Pokemon Go game.,1
“This race Democrats’ top target November.”,1
musician deported Argentina caught video knocking vendor's cart Los Angeles street.,1
"Ezekiel Emanuel, one President Obama's key health care advisers, ""says medical care reserved nondisabled. watch disabled.""",1
"Says Bill Shorten's proposed Labor Party quotas LGBTI indigenous Australians would constitute ""law-breaking discrimination"".",1
BREAKING: Kaepernick Arrested Publicity Stunt Anthem San Fran,1
California Governor Jerry Brown mandated use gay pornography elementary schools order teach children LGBT sex.,1
"Even recent changes, average hourly wage General Motors still $ hour.",1
"town Ashley, Kansas, entire population disappeared earthquake .",1
experiencing worst economic recovery America ever had.,1
U.S. government assigns Social Security numbers basis race.,1
photograph shows house cat cuddling lion.,1
"meeting President Donald Trump July , Queen Elizabeth wore brooch given former president Barack Obama.",1
"NFL players protesting police brutality many children different women, leading families lives crime.",1
"Says state Sen. Steve Ogden ""driving force behind business income tax hurting small business, crafted Robin Hood school finance scheme making property taxes skyrocket, wrote budget result $ billion deficit voted against"" gun freedoms.",1
"aftermath Hurricane Harvey, FEMA said would give aid victims received (unspecified) vaccinations.",1
Michelle Obama Never Placed Hand Heart National Anthem?,1
John Carole Paladino slated testify grand jury part investigation HIllary Clinton died explosion July .,1
"new Colorado law ""literally allows residents print ballots home computers, encourages turn ballots ‘collectors.’ """,1
Trump International Hotel Washington D.C. handed flyers promoting anti-CNN petition guests check-in.,1
“HUGE LEGAL NEWS: SCOTUS Rules Trump Build Wall WITHOUT Congress.”,1
"ISIS camp miles Texas, Mexican authorities confirm.",1
"Says scientists ""in dispute"" whether gay choice.",1
photograph shows Jay-Z Beyonce holding twin babies June .,1
"Muslims ""attempted establish first Islamic Sharia court inside United States town Irving, Texas.""",1
"Facebook consider military emblems ""appropriate"" social network.",1
woman murdered college roommate many Candy Crush requests.,1
Wendy’s Employee Admit “Pooping” Chili Years?,1
Hillary Clinton Barack Obama want raise taxes income brackets.,1
"Says recall organizers ""started website last November"" began work effort even took office.",1
"Proposed immigration legislation would give new immigrants ""a taxpayer-funded cellular phone.""",1
"Says Tammy Baldwin ""wants require children starting age learn gay sex!""",1
"GOP tax law, ""if live Hinsdale, Illinois … double-taxed tune $,.""",1
scientific study shows death Alfie Evans caused aluminum additives vaccines.,1
President Nixon Say Watergate Details 'Illegally' Leaked Deep Throat?,1
Says Beto O’Rourke said he’s grateful people burning desecrating American flag.,1
Fox News host Sean Hannity died bicycling accident,1
"Jeff Sessions Say ‘If Inflict Fear Pain Children, Adults Won’t Want Come Here’?",1
Comedian Tommy Chong 'Cheech Chong' fame passed away February .,1
"Ivanka Trump said would ""mace"" ""father"" appearance talk show.",1
Nearly million uncounted California ballots cast Bernie Sanders found Hillary Clinton's private email server F.B.I.,1
Coiled mattresses cause cancer amplifying radio waves.,1
Gov. Crist's veto also clears way taxpayer funding abortion Florida.,1
"Says Bill Nelson ""voted raise taxes times.""",1
"United States ""is building aircraft, long-range bombers, additional aircraft carriers, nuclear submarines.""",1
Says eight Americans died knife attack Minnesota mall.,1
Morgue Employee Cremated Mistake Taking Nap?,1
NFL banning playing U.S. national anthem beginning .,1
"Says ""Donald Trump rally state Florida"" day Trump's son others met Russian lawyer New York.",1
Lebron James Wore Protest Shirt?,1
"Hillary Clinton wants shut family farms using ""radical regulation,"" raising business tax ""rates high nearly percent"" taxing ""family farms death much percent.""",1
"fighting move toughen penalties workplace gender discrimination, state Sen. Glenn Grothman said ""he didn’t believe women belonged workplace"" belonged ""at home, cooking cleaning babies.""",1
Entering PIN Reverse ATM Summon Police?,1
"Iran’s regime ""every Friday declares war us.""",1
"Hillary Clinton cancelled campaign event ""bizarre eye movements.""",1
Video features North Korean propaganda report 'how Americans live today.',1
Clinton Email: must destroy Syria Israel,1
Actor Harry Shearer announced November leaving 'The Simpsons.',1
U.S. federal government enacting nationwide minimum hunting age twenty-one (or eighteen).,1
Trump-Loving Celebrity Want Critics Move United States?,1
"young Americans right now, they’re covered health insurance.",1
still gotten terrible roads p.m. Tuesday.,1
"Says Chuck Todd said Roy Moore story ""felt completely orchestrated.""",1
"new dollar coins, ""'In God Trust' gone!""",1
"Claims Sen. Richard Blumenthal ""misrepresents Judge [Neil] Gorsuch told him.""",1
